,course_id,concept_uri
0,4A873264-7ADD-DE47-3039-1FDA692E8164,http://data.europa.eu/esco/skill/268f3f0d-252e-4f61-9d96-1a87f4389ca9
1,4A873264-7ADD-DE47-3039-1FDA692E8164,http://data.europa.eu/esco/skill/99a09006-31f4-41d3-b3aa-feb2aeff730b
2,4A873264-7ADD-DE47-3039-1FDA692E8164,http://data.europa.eu/esco/skill/fe8d1b3e-795d-43fe-b8ac-441266a51c33
3,4A873264-7ADD-DE47-3039-1FDA692E8164,http://data.europa.eu/esco/skill/ae3e863c-8803-4de9-86f1-ed5afe7d24d3
4,4A873264-7ADD-DE47-3039-1FDA692E8164,http://data.europa.eu/esco/skill/7b7a4d5c-f0d6-4e76-8eee-4c052efea07d
5,99BEDCEB-4FF3-3F8F-88B7-B30E50638F01,http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909
6,99BEDCEB-4FF3-3F8F-88B7-B30E50638F01,http://data.europa.eu/esco/skill/ba744649-8500-413b-914e-123b5ebd1d59
7,99BEDCEB-4FF3-3F8F-88B7-B30E50638F01,http://data.europa.eu/esco/skill/3dfa5c1e-a2cc-4c09-9e60-d21b28072c37
8,99BEDCEB-4FF3-3F8F-88B7-B30E50638F01,http://data.europa.eu/esco/skill/b3f22ab4-b553-439d-80a2-5b8ae6d11e0d
9,99BEDCEB-4FF3-3F8F-88B7-B30E50638F01,http://data.europa.eu/esco/skill/539b2a34-5982-40b7-ae0c-1a6c3b992627
10,97FD41FD-1A91-179C-3EA5-6A23E2F436D5,http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b
11,97FD41FD-1A91-179C-3EA5-6A23E2F436D5,http://data.europa.eu/esco/skill/0dcea846-04b4-4ffc-8c75-a35c991454b1
12,97FD41FD-1A91-179C-3EA5-6A23E2F436D5,http://data.europa.eu/esco/skill/5a7174ed-57a4-4245-9de2-d5620f411a30
13,97FD41FD-1A91-179C-3EA5-6A23E2F436D5,http://data.europa.eu/esco/skill/daabdf95-b0ce-4947-889b-429b3be7bd02
14,97FD41FD-1A91-179C-3EA5-6A23E2F436D5,http://data.europa.eu/esco/skill/98eb1f3b-3480-416b-bd4b-811946f7e347
15,A0CC573A-79D7-79A4-5B22-F675C4F06950,http://data.europa.eu/esco/skill/1c2b578b-829e-4ef7-b709-c77dd51d457c
16,7C449EF7-12A8-82FC-0E5E-BD2885FDB93C,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
17,7C449EF7-12A8-82FC-0E5E-BD2885FDB93C,http://data.europa.eu/esco/skill/bccafecc-4d80-43d3-8c9f-aef382c3926f
18,7C449EF7-12A8-82FC-0E5E-BD2885FDB93C,http://data.europa.eu/esco/skill/d6f0a4bb-cba6-4041-a668-c239b79f1daa
19,7C449EF7-12A8-82FC-0E5E-BD2885FDB93C,http://data.europa.eu/esco/skill/46003629-a579-4d0a-b3ea-80ef890699d6
20,7C449EF7-12A8-82FC-0E5E-BD2885FDB93C,http://data.europa.eu/esco/skill/cf6ca1fc-f2be-4deb-bb35-1fffe4099023
21,A0CD9D46-8E77-701E-905D-EA5A45788D00,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
22,A0CD9D46-8E77-701E-905D-EA5A45788D00,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d
23,8BC6176C-0E49-9DF7-B45F-F44A7DDA463E,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
24,8BC6176C-0E49-9DF7-B45F-F44A7DDA463E,http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f
25,8BC6176C-0E49-9DF7-B45F-F44A7DDA463E,http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb
26,8BC6176C-0E49-9DF7-B45F-F44A7DDA463E,http://data.europa.eu/esco/skill/e13d2b8f-fc81-4f60-8958-74b8be492ad0
27,8BC6176C-0E49-9DF7-B45F-F44A7DDA463E,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612
28,99BE9AFA-894A-A539-DFD8-ABE271FB4412,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
29,99BE9AFA-894A-A539-DFD8-ABE271FB4412,http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f
30,99BE9AFA-894A-A539-DFD8-ABE271FB4412,http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb
31,99BE9AFA-894A-A539-DFD8-ABE271FB4412,http://data.europa.eu/esco/skill/ae965e49-06f1-442f-87bf-e48fc1e1d8b6
32,6E51495E-76E5-5040-4B69-E7907FCCBAC5,http://data.europa.eu/esco/skill/cf4a497e-7e4d-4dc8-9f06-31234b1510fb
33,6E51495E-76E5-5040-4B69-E7907FCCBAC5,http://data.europa.eu/esco/skill/1c7ac9a3-5385-4443-bd7f-64f86451c0c1
34,6E51495E-76E5-5040-4B69-E7907FCCBAC5,http://data.europa.eu/esco/skill/dff39206-7ace-4d63-acb8-b72080b3ccc5
35,6E51495E-76E5-5040-4B69-E7907FCCBAC5,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
36,6E51495E-76E5-5040-4B69-E7907FCCBAC5,http://data.europa.eu/esco/skill/9aa2a1cb-37a6-4f3b-9610-0dadee1ec8ed
37,74D6EA3A-0491-11EB-CB12-9E1DB754B21A,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
38,74456486-B281-125A-8EB0-32E4F41DF432,http://data.europa.eu/esco/skill/daabdf95-b0ce-4947-889b-429b3be7bd02
39,74456486-B281-125A-8EB0-32E4F41DF432,http://data.europa.eu/esco/skill/0dcea846-04b4-4ffc-8c75-a35c991454b1
40,74456486-B281-125A-8EB0-32E4F41DF432,http://data.europa.eu/esco/skill/097098fc-6d89-44e9-9305-98ac5c0a78ac
41,74456486-B281-125A-8EB0-32E4F41DF432,http://data.europa.eu/esco/skill/d2f78372-c23b-41ef-bce3-2874f587579c
42,74456486-B281-125A-8EB0-32E4F41DF432,http://data.europa.eu/esco/skill/b469a01e-2d3c-4143-8af8-687630fb4ee5
43,62A5FD70-2FBC-CEC0-F8D0-B4ECEF59717C,http://data.europa.eu/esco/skill/40005305-4541-4da7-9f76-abab74f0bc51
44,62A5FD70-2FBC-CEC0-F8D0-B4ECEF59717C,http://data.europa.eu/esco/skill/c6630414-123f-49e9-9838-5376ab24f75e
45,62A5FD70-2FBC-CEC0-F8D0-B4ECEF59717C,http://data.europa.eu/esco/skill/2fe15c51-bd67-4e35-b7df-ed4bccf0186e
46,62A5FD70-2FBC-CEC0-F8D0-B4ECEF59717C,http://data.europa.eu/esco/skill/e517f098-dce4-4ecd-9371-499936c0f947
47,62A5FD70-2FBC-CEC0-F8D0-B4ECEF59717C,http://data.europa.eu/esco/skill/f6c7b7a5-6194-45a2-8791-9609c897b1a0
48,6E5154ED-8A82-2819-1FDF-BC21F32F66B1,http://data.europa.eu/esco/skill/0af355f7-634c-4f1b-b499-90400000d777
49,875140C9-2766-68B0-C9B0-AEE1894FD7EA,http://data.europa.eu/esco/skill/2c9f2122-093d-4660-908e-dac8fbdc33fa
50,875140C9-2766-68B0-C9B0-AEE1894FD7EA,http://data.europa.eu/esco/skill/c863e6a4-ddab-4314-bc9a-2f6b0aee143d
51,875140C9-2766-68B0-C9B0-AEE1894FD7EA,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92
52,875140C9-2766-68B0-C9B0-AEE1894FD7EA,http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5
53,8BC6220C-C3C4-489B-E433-A25EE82091A8,http://data.europa.eu/esco/skill/cf4a497e-7e4d-4dc8-9f06-31234b1510fb
54,8BC6220C-C3C4-489B-E433-A25EE82091A8,http://data.europa.eu/esco/skill/e3fbd312-a4b2-4bfb-a589-be28f134f1c1
55,8BC6220C-C3C4-489B-E433-A25EE82091A8,http://data.europa.eu/esco/skill/d5c8ec12-202d-4b39-a71e-b6dcc24a358b
56,8BC6220C-C3C4-489B-E433-A25EE82091A8,http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a
57,65596713-ABC6-6F12-94E9-729F5E8166B5,http://data.europa.eu/esco/skill/1edc9d4c-66b5-4268-9b7c-917d3e4b4dc7
58,65596713-ABC6-6F12-94E9-729F5E8166B5,http://data.europa.eu/esco/skill/3db5a44b-fa43-4479-939d-01a165047504
59,65596713-ABC6-6F12-94E9-729F5E8166B5,http://data.europa.eu/esco/skill/402ebc59-b960-400c-9a6d-ab96e601b71a
60,65596713-ABC6-6F12-94E9-729F5E8166B5,http://data.europa.eu/esco/skill/a9ccf7f8-6aeb-4eae-a0c8-4d30bc523aac
61,65596713-ABC6-6F12-94E9-729F5E8166B5,http://data.europa.eu/esco/skill/82068fe6-183e-4396-9996-27d0152d713a
62,7540BB61-BE28-8A7D-428B-7BEE7B54FBC9,http://data.europa.eu/esco/skill/b78a32fd-e99b-4b65-a01e-4b43b3b90167
63,7540BB61-BE28-8A7D-428B-7BEE7B54FBC9,http://data.europa.eu/esco/skill/586c5e11-b70d-499b-8589-b67e1ff3cc93
64,7540BB61-BE28-8A7D-428B-7BEE7B54FBC9,http://data.europa.eu/esco/skill/2e49f58a-a8d3-400e-b7bd-d8f8bc703a3e
65,7540BB61-BE28-8A7D-428B-7BEE7B54FBC9,http://data.europa.eu/esco/skill/ae3e863c-8803-4de9-86f1-ed5afe7d24d3
66,7540BB61-BE28-8A7D-428B-7BEE7B54FBC9,http://data.europa.eu/esco/skill/c2aa438c-4f6d-41d4-8146-f899dfb4d1f1
67,A0CC87E9-0661-119F-E262-BA52DEF5E225,http://data.europa.eu/esco/skill/0ebcef42-ad74-438d-b435-87fd734b4d72
68,A0CC87E9-0661-119F-E262-BA52DEF5E225,http://data.europa.eu/esco/skill/78d5f0a2-53ac-421e-b415-573a88557a21
69,A0CC87E9-0661-119F-E262-BA52DEF5E225,http://data.europa.eu/esco/skill/2ee3dfd7-fd74-42e8-b32d-5b727e6e929d
70,A0CC87E9-0661-119F-E262-BA52DEF5E225,http://data.europa.eu/esco/skill/d5a344f0-cf71-4fcc-9c00-99588b4de3c0
71,A0CC87E9-0661-119F-E262-BA52DEF5E225,http://data.europa.eu/esco/skill/0bc42cda-a6f0-4cac-9b34-7911faba0bd4
72,8750CB16-CED5-54D9-99F4-43AC4DDFEBA7,http://data.europa.eu/esco/skill/0c944316-12f6-4949-a156-a03dbaae790f
73,8750CB16-CED5-54D9-99F4-43AC4DDFEBA7,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2
74,8750CB16-CED5-54D9-99F4-43AC4DDFEBA7,http://data.europa.eu/esco/skill/2ee3dfd7-fd74-42e8-b32d-5b727e6e929d
75,8750CB16-CED5-54D9-99F4-43AC4DDFEBA7,http://data.europa.eu/esco/skill/912f7556-6b75-4d73-9658-4e710050199d
76,8750CB16-CED5-54D9-99F4-43AC4DDFEBA7,http://data.europa.eu/esco/skill/619f7f8b-5141-4e4d-a1fa-1d5308e656da
77,A0CD7D72-434A-A69C-B150-FA2CFA1FDA37,http://data.europa.eu/esco/skill/7f8f7406-f613-4247-90d4-e7d4c83df917
78,A0CD7D72-434A-A69C-B150-FA2CFA1FDA37,http://data.europa.eu/esco/skill/3fd9ab30-9000-431d-b772-8bd3bcb0b3e0
79,7073FD6D-6861-1D84-BF16-469672B738A1,http://data.europa.eu/esco/skill/707ff33d-d130-4e61-8a2a-6e8b023be9fc
80,7073FD6D-6861-1D84-BF16-469672B738A1,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
81,7073FD6D-6861-1D84-BF16-469672B738A1,http://data.europa.eu/esco/skill/4bf37ee3-2c8b-44cc-9f91-3eeda46e8c5b
82,7073FD6D-6861-1D84-BF16-469672B738A1,http://data.europa.eu/esco/skill/e94773c9-c4be-4a01-a81f-d033dfeb21d4
83,7073FD6D-6861-1D84-BF16-469672B738A1,http://data.europa.eu/esco/skill/dff39206-7ace-4d63-acb8-b72080b3ccc5
84,7C439FBB-EE34-4B97-F275-EC8BD3B6719C,http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f
85,7C439FBB-EE34-4B97-F275-EC8BD3B6719C,http://data.europa.eu/esco/skill/afd49651-9119-4327-91fc-844a6dda1254
86,7C439FBB-EE34-4B97-F275-EC8BD3B6719C,http://data.europa.eu/esco/skill/089af6fe-a65e-4271-a232-b2d97ba6f43a
87,7C439FBB-EE34-4B97-F275-EC8BD3B6719C,http://data.europa.eu/esco/skill/2b3ac8b9-a5bd-4ec1-bb9a-f499fb3aa8d3
88,7C439FBB-EE34-4B97-F275-EC8BD3B6719C,http://data.europa.eu/esco/skill/9d5521f9-44d7-4db4-b7ac-0ba7d389f44d
89,4377DC14-AD0A-A5FA-41E1-22795692B38D,http://data.europa.eu/esco/skill/1d746c11-107f-4994-8ac5-1143bbc5cd14
90,4377DC14-AD0A-A5FA-41E1-22795692B38D,http://data.europa.eu/esco/skill/0bb3792c-0a17-4e48-a8b3-5603bb12a660
91,708163F7-F7BD-D00B-2916-9D4B8C27C931,http://data.europa.eu/esco/skill/63d21263-059d-4533-81d0-8159e6a87823
92,708163F7-F7BD-D00B-2916-9D4B8C27C931,http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1
93,708163F7-F7BD-D00B-2916-9D4B8C27C931,http://data.europa.eu/esco/skill/586c5e11-b70d-499b-8589-b67e1ff3cc93
94,7C4389B9-555D-D524-D617-F72C19DA361A,http://data.europa.eu/esco/skill/929e89f9-ac69-4bcb-9eea-37257aa5aff9
95,7C4389B9-555D-D524-D617-F72C19DA361A,http://data.europa.eu/esco/skill/0cc9c234-f817-4f4c-908a-4d28fe3b0f4a
96,7C4389B9-555D-D524-D617-F72C19DA361A,http://data.europa.eu/esco/skill/22c2af9e-ba0d-4cee-abb6-b6dbef006cd5
97,69CBA590-069C-C902-5C10-B0A22AEBA22C,http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad
98,69CBA590-069C-C902-5C10-B0A22AEBA22C,http://data.europa.eu/esco/skill/eaa7af7e-0a6f-4383-9d19-05dec9abed36
99,681ADC16-30FA-A28B-0381-A243B0D7B9AB,http://data.europa.eu/esco/skill/b469a01e-2d3c-4143-8af8-687630fb4ee5
100,753FDF9A-7741-16ED-CB8F-77AA997352CB,http://data.europa.eu/esco/skill/1d7234e4-1c76-4d67-9487-71d8c529cdc9
101,753FDF9A-7741-16ED-CB8F-77AA997352CB,http://data.europa.eu/esco/skill/a4fe0844-8544-4a0a-a796-c1d3071598e2
102,753FDF9A-7741-16ED-CB8F-77AA997352CB,http://data.europa.eu/esco/skill/8c4b7305-4b83-4586-9d42-2817f96c60ea
103,753FDF9A-7741-16ED-CB8F-77AA997352CB,http://data.europa.eu/esco/skill/fb15ca73-68fb-41db-a235-0b61d7d9021e
104,753FDF9A-7741-16ED-CB8F-77AA997352CB,http://data.europa.eu/esco/skill/caea6ac9-3972-42c4-9be6-042fe3e426f5
