conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/S2.2.7,Melden von Zwischenfällen und Defekten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.2.7
SkillGroup,http://data.europa.eu/esco/skill/S2.3,Informationsmanagement,,,released,2020-12-11T13:24:24.2Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.3
SkillGroup,http://data.europa.eu/esco/skill/S2.3.0,Informationsmanagement,,,released,2021-07-09T16:13:53.818Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.3.0
SkillGroup,http://data.europa.eu/esco/skill/S2.4,Verarbeiten von Informationen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.4
SkillGroup,http://data.europa.eu/esco/skill/S2.4.0,Verarbeiten von Informationen,,,released,2021-12-17T12:48:25.958Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.4.0
SkillGroup,http://data.europa.eu/esco/skill/S2.4.1,Sammeln von Informationen aus physikalischen oder elektronischen Quellen,,,released,2020-12-11T13:31:36.439Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.4.1
SkillGroup,http://data.europa.eu/esco/skill/S2.4.2,Eingeben und Verarbeiten von Informationen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.4.2
SkillGroup,http://data.europa.eu/esco/skill/S2.5,Messung physikalischer Eigenschaften,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.5
SkillGroup,http://data.europa.eu/esco/skill/S2.5.0,Messung physikalischer Eigenschaften,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.5.0
SkillGroup,http://data.europa.eu/esco/skill/S2.5.1,Messen von Abmessungen und dazugehörigen Eigenschaften,,,released,2021-03-16T14:41:08.752Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.5.1
SkillGroup,http://data.europa.eu/esco/skill/S2.5.2,Wiegen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.5.2
SkillGroup,http://data.europa.eu/esco/skill/S2.6,Berechnen und Schätzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.6
SkillGroup,http://data.europa.eu/esco/skill/S2.6.0,Berechnen und Schätzen,,,released,2022-01-17T09:17:35.248Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.6.0
SkillGroup,http://data.europa.eu/esco/skill/S2.6.1,Durchführen von Berechnungen,,,released,2021-12-17T12:46:53.307Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.6.1
SkillGroup,http://data.europa.eu/esco/skill/S2.6.2,Bestimmung der Werte von Waren oder Dienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.6.2
SkillGroup,http://data.europa.eu/esco/skill/S2.6.3,Schätzen des Ressourcenbedarfs,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.6.3
SkillGroup,http://data.europa.eu/esco/skill/S2.7,Analyse und Auswertung von Informationen und Daten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.7
SkillGroup,http://data.europa.eu/esco/skill/S2.7.0,Analyse und Auswertung von Informationen und Daten,,,released,2021-12-17T12:49:11.684Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.0
SkillGroup,http://data.europa.eu/esco/skill/S2.7.1,Bewerten von Grundstücken oder Immobilien,,,released,2020-12-04T13:51:21.97Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.1
SkillGroup,http://data.europa.eu/esco/skill/S2.7.2,Analyse wissenschaftlicher und medizinischer Daten,,,released,2020-12-11T09:22:19.086Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.7.2
SkillGroup,http://data.europa.eu/esco/skill/S2.7.3,Analyse von Finanz- und Wirtschaftsdaten,,,released,2020-12-09T12:11:28.514Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.7.3
SkillGroup,http://data.europa.eu/esco/skill/S2.7.4,Analyse von Geschäftstätigkeiten,,,released,2021-03-30T12:35:39.345Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.4
SkillGroup,http://data.europa.eu/esco/skill/S2.7.5,Durchführung von Risikoanalyse und -management,,,released,2020-12-09T22:39:38.222Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.5
SkillGroup,http://data.europa.eu/esco/skill/S2.7.6,"Bewertung von Systemen, Programmen, Ausrüstungen und Produkten",,,released,2020-12-09T10:53:15.965Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.6
SkillGroup,http://data.europa.eu/esco/skill/S2.8,"Überwachung, Inspektion und Prüfung",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8
SkillGroup,http://data.europa.eu/esco/skill/S2.8.0,"Überwachung, Inspektion und Prüfung",,,released,2021-03-31T12:02:58.558Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.0
SkillGroup,http://data.europa.eu/esco/skill/S2.8.1,"Überwachung, Inspektion und Testen von Ausrüstungen, Systemen und Produkten",,,released,2020-12-09T10:44:52.754Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.1
SkillGroup,http://data.europa.eu/esco/skill/S2.8.2,Überwachung betrieblicher Tätigkeiten,,,released,2021-01-20T14:32:12.736Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.2
SkillGroup,http://data.europa.eu/esco/skill/S2.8.3,Überwachung finanzieller und wirtschaftlicher Ressourcen und Tätigkeiten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.3
SkillGroup,http://data.europa.eu/esco/skill/S2.8.4,Überwachung der Sicherheit,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.4
SkillGroup,http://data.europa.eu/esco/skill/S2.8.5,Überwachung von Umweltbedingungen,,,released,2020-12-08T11:41:32.598Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.5
SkillGroup,http://data.europa.eu/esco/skill/S2.8.6,Überwachung des Gesundheitszustands,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.6
SkillGroup,http://data.europa.eu/esco/skill/S2.8.8,Prüfung und Analyse von Stoffen,,,released,2020-12-09T10:50:08.447Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.8.8
SkillGroup,http://data.europa.eu/esco/skill/S2.9,Beobachtung von Entwicklungen in einem Fachgebiet,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.9
SkillGroup,http://data.europa.eu/esco/skill/S2.9.0,Beobachtung von Entwicklungen in einem Fachgebiet,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S2.9.0
SkillGroup,http://data.europa.eu/esco/skill/S3,Unterstützung und Pflege,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3
SkillGroup,http://data.europa.eu/esco/skill/S3.0,Unterstützung und Pflege,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.0
SkillGroup,http://data.europa.eu/esco/skill/S3.0.0,Unterstützung und Pflege,,,released,2021-09-30T13:20:52.1Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.0.0
SkillGroup,http://data.europa.eu/esco/skill/S3.1,Beratung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.1
SkillGroup,http://data.europa.eu/esco/skill/S3.1.0,Beratung,,,released,2020-12-04T16:35:28.167Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.1.0
SkillGroup,http://data.europa.eu/esco/skill/S3.1.1,"Beratung in persönlichen, familiären oder sozialen Fragen",,,released,2021-09-30T19:12:16.749Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.1.1
SkillGroup,http://data.europa.eu/esco/skill/S3.1.2,Unterstützung bei der Lösung von Problemen,,,released,2020-12-08T12:17:00.272Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.1.2
SkillGroup,http://data.europa.eu/esco/skill/S3.1.3,Unterstützung von Menschen beim Zugang zu Dienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.1.3
SkillGroup,http://data.europa.eu/esco/skill/S3.2,Gesundheitsfürsorge und medizinische Behandlungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2
SkillGroup,http://data.europa.eu/esco/skill/S3.2.0,Gesundheitsfürsorge und medizinische Behandlungen,,,released,2021-09-15T10:18:36.786Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.0
SkillGroup,http://data.europa.eu/esco/skill/S3.2.1,"Medizinische, zahnärztliche und pflegerische Versorgung",,,released,2020-12-10T09:13:30.494Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.1
SkillGroup,http://data.europa.eu/esco/skill/S3.2.2,Durchführung chirurgischer Eingriffe,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2.2
SkillGroup,http://data.europa.eu/esco/skill/S3.2.3,Physikalische Therapien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2.3
SkillGroup,http://data.europa.eu/esco/skill/S3.2.4,Psychologische und berufsbezogene Therapien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.4
SkillGroup,http://data.europa.eu/esco/skill/S3.2.5,"Verschreiben und Bestellen von medizinischen Tests, Behandlungen oder Geräten",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.2.5
SkillGroup,http://data.europa.eu/esco/skill/S3.2.6,Anpassung von Hilfsmitteln,,,released,2021-03-30T12:16:14.895Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.6
SkillGroup,http://data.europa.eu/esco/skill/S3.3,Schutz und Durchsetzung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3
SkillGroup,http://data.europa.eu/esco/skill/S3.3.0,Schutz und Durchsetzung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.3.0
SkillGroup,http://data.europa.eu/esco/skill/S3.3.1,Einhaltung von Verfahren zu Sicherheit und Gesundheitsschutz,,,released,2021-09-30T13:21:36.327Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.3.1
SkillGroup,http://data.europa.eu/esco/skill/S3.3.2,Einhaltung von Umweltschutzgesetzen und -normen,,,released,2020-12-08T12:05:16.288Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.3.2
SkillGroup,http://data.europa.eu/esco/skill/S3.3.3,Einhaltung rechtlicher und organisatorischer Leitlinien,,,released,2021-09-20T14:04:10.871Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.3
SkillGroup,http://data.europa.eu/esco/skill/S3.3.4,Überprüfung von Identitäten und Dokumenten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.4
SkillGroup,http://data.europa.eu/esco/skill/S3.3.5,Aufrechterhaltung und Durchsetzung der physischen Sicherheit,,,released,2021-12-17T12:47:46.186Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.5
SkillGroup,http://data.europa.eu/esco/skill/S3.3.6,Schutz von Privatsphäre und personenbezogenen Daten,,,released,2021-09-16T16:19:43.358Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.3.6
SkillGroup,http://data.europa.eu/esco/skill/S3.4,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4
SkillGroup,http://data.europa.eu/esco/skill/S3.4.0,Bereitstellung von Informationen sowie Unterstützung der Öffentlichkeit und der Kunden,,,released,2021-09-15T10:30:16.635Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.4.0
SkillGroup,http://data.europa.eu/esco/skill/S3.4.1,Bereitstellung von Informationen für die Öffentlichkeit und Kunden,,,released,2021-09-15T10:37:12.597Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.4.1
SkillGroup,http://data.europa.eu/esco/skill/S3.4.2,Begleitung von Personen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4.2
SkillGroup,http://data.europa.eu/esco/skill/S3.4.3,Unterstützung von Menschen bei Formalitäten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4.3
SkillGroup,http://data.europa.eu/esco/skill/S3.4.4,Allgemeine Unterstützung von Menschen,,,released,2021-09-15T10:42:09.696Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.4.4
SkillGroup,http://data.europa.eu/esco/skill/S3.5,Zubereitung von und Versorgung mit Speisen und Getränken,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.5
SkillGroup,http://data.europa.eu/esco/skill/S3.5.0,Zubereitung von und Versorgung mit Speisen und Getränken,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.5.0
SkillGroup,http://data.europa.eu/esco/skill/S3.5.1,Zubereitung von Speisen und Getränken,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.5.1
SkillGroup,http://data.europa.eu/esco/skill/S3.5.2,Servieren von Speisen und Getränken,,,released,2021-09-30T13:22:07.41Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.5.2
SkillGroup,http://data.europa.eu/esco/skill/S3.6,Erbringung von Pflegedienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.6
SkillGroup,http://data.europa.eu/esco/skill/S3.6.0,Erbringung von Pflegedienstleistungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.6.0
SkillGroup,http://data.europa.eu/esco/skill/S3.6.1,Unterstützung von Menschen bei der Mobilität,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.6.1
SkillGroup,http://data.europa.eu/esco/skill/S3.6.2,Unterstützung bei persönlichen Bedürfnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.6.2
SkillGroup,http://data.europa.eu/esco/skill/S3.6.3,Betreuung von Kindern,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.6.3
SkillGroup,http://data.europa.eu/esco/skill/S3.6.4,Hairstyling und Schönheitsbehandlungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S3.6.4
SkillGroup,http://data.europa.eu/esco/skill/S4,Managementfähigkeiten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4
SkillGroup,http://data.europa.eu/esco/skill/S4.0,Managementfähigkeiten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.0
SkillGroup,http://data.europa.eu/esco/skill/S4.0.0,Managementfähigkeiten,,,released,2021-04-06T07:14:44.313Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.0.0
SkillGroup,http://data.europa.eu/esco/skill/S4.1,Entwicklung von Zielen und Strategien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1
SkillGroup,http://data.europa.eu/esco/skill/S4.1.0,Entwicklung von Zielen und Strategien,,,released,2020-12-11T09:19:59.825Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.1.0
SkillGroup,http://data.europa.eu/esco/skill/S4.1.1,Ermittlung von Möglichkeiten,,,released,2021-12-17T13:01:48.803Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.1
SkillGroup,http://data.europa.eu/esco/skill/S4.1.2,"Entwicklung von Finanz-, Geschäfts- oder Marketingplänen",,,released,2020-12-07T11:46:34.47Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.1.2
SkillGroup,http://data.europa.eu/esco/skill/S4.1.3,Entwicklung betrieblicher Strategien und Verfahren,,,released,2021-04-09T13:18:08.117Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.1.3
SkillGroup,http://data.europa.eu/esco/skill/S4.1.4,Entwicklung von Forschungsplänen,,,released,2020-12-11T12:56:25.594Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.1.4
SkillGroup,http://data.europa.eu/esco/skill/S4.1.5,Entwicklung von Gesundheitsprogrammen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.5
SkillGroup,http://data.europa.eu/esco/skill/S4.1.6,Entwicklung von Schulungsprogrammen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.6
SkillGroup,http://data.europa.eu/esco/skill/S4.1.7,Entwicklung von Notfall- und Notfallmaßnahmenplänen,,,released,2020-12-08T12:02:22.719Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.7
SkillGroup,http://data.europa.eu/esco/skill/S4.2,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.2
SkillGroup,http://data.europa.eu/esco/skill/S4.2.0,"Organisation, Planung und zeitliche Planung von Arbeiten und Tätigkeiten",,,released,2020-12-11T09:16:01.788Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.2.0
SkillGroup,http://data.europa.eu/esco/skill/S4.2.1,Leitung betrieblicher Tätigkeiten,,,released,2021-09-20T12:24:00.771Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.2.1
SkillGroup,http://data.europa.eu/esco/skill/S4.2.2,Planung von Veranstaltungen und Aktivitäten,,,released,2021-12-17T12:51:43.776Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.2.2
SkillGroup,http://data.europa.eu/esco/skill/S4.3,Zuweisung und Kontrolle von Ressourcen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.3
SkillGroup,http://data.europa.eu/esco/skill/S4.3.0,Zuweisung und Kontrolle von Ressourcen,,,released,2021-12-17T12:49:57.067Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.3.0
SkillGroup,http://data.europa.eu/esco/skill/S4.3.1,Verwaltung von Haushalten oder Finanzen,,,released,2020-12-08T12:27:33.334Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.3.1
SkillGroup,http://data.europa.eu/esco/skill/S4.3.2,Personalmanagement,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.3.2
SkillGroup,http://data.europa.eu/esco/skill/S4.3.3,Zuweisung und Kontrolle materieller Ressourcen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.3.3
SkillGroup,http://data.europa.eu/esco/skill/S4.4,Ausübung von Verwaltungstätigkeiten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.4
SkillGroup,http://data.europa.eu/esco/skill/S4.4.0,Ausübung von Verwaltungstätigkeiten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.4.0
SkillGroup,http://data.europa.eu/esco/skill/S4.4.1,Personalverwaltung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.4.1
SkillGroup,http://data.europa.eu/esco/skill/S4.4.2,Abwickeln von Finanzgeschäften,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.4.2
SkillGroup,http://data.europa.eu/esco/skill/S4.4.3,Wahrnehmung allgemeiner Büro- und Verwaltungsaufgaben,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.4.3
SkillGroup,http://data.europa.eu/esco/skill/S4.5,Führung und Motivation,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.5
SkillGroup,http://data.europa.eu/esco/skill/S4.5.0,Führung und Motivation,,,released,2021-12-17T12:58:46.025Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.5.0
SkillGroup,http://data.europa.eu/esco/skill/S4.6,Bildung und Entwicklung von Teams,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.6
SkillGroup,http://data.europa.eu/esco/skill/S4.6.0,Bildung und Entwicklung von Teams,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.6.0
SkillGroup,http://data.europa.eu/esco/skill/S4.7,Anwerbung und Einstellung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.7
SkillGroup,http://data.europa.eu/esco/skill/S4.7.0,Anwerbung und Einstellung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.7.0
SkillGroup,http://data.europa.eu/esco/skill/S4.8,Beaufsichtigung von Personen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.8
SkillGroup,http://data.europa.eu/esco/skill/S4.8.0,Beaufsichtigung von Personen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.8.0
SkillGroup,http://data.europa.eu/esco/skill/S4.8.1,Beaufsichtigen eines Teams oder einer Gruppe,,,released,2020-12-08T09:58:50.546Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.8.1
SkillGroup,http://data.europa.eu/esco/skill/S4.8.2,Zuweisung von Arbeit,,,released,2021-12-17T12:57:57.543Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.8.2
SkillGroup,http://data.europa.eu/esco/skill/S4.8.3,Überwachen und Bewerten der Leistung von Personen,,,released,2021-12-17T12:54:40.426Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S4.8.3
SkillGroup,http://data.europa.eu/esco/skill/S4.9,Treffen von Entscheidungen,,,released,2020-12-11T12:41:45.189Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.9
